Saraksts,Partija,Vards,Gender,Apgabals,Numurs,Gads,DarbaVieta,Amats
13,Konservatīvie,Jana Zilkalne,Female,Vidzeme,21,1979,Labklājības ministrija,Ministra palīdze
13,Konservatīvie,Ivars Zviedris,Male,Vidzeme,5,1967,Pašnodarbināta persona,"Kino režisors, operators, producents"
13,Konservatīvie,Normunds Žunna,Male,Vidzeme,4,1962,Latvijas Republikas Saeima,Deputāts
14,"Politiskā partija ""KATRAM UN KATRAI""",Katrīna Alksne-Alksnīte,Female,Vidzeme,20,1977,Banku Augstskola,Finanšu ekonomiste
14,"Politiskā partija ""KATRAM UN KATRAI""",Inga Antensone,Female,Kurzeme,8,1984,Lauku atbalsta dienests,Debitoru administrēšanas daļas vadītāja
14,"Politiskā partija ""KATRAM UN KATRAI""",Iveta Armuševica,Female,Rīga,29,1972,"SIA ""Rīgas satiksme""",Veselības speciāliste
14,"Politiskā partija ""KATRAM UN KATRAI""",Roberts Atvars,Male,Vidzeme,16,1964,SIA HABIBTY,Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Andris Ārgalis,Male,Vidzeme,2,1944,Pensionārs,
14,"Politiskā partija ""KATRAM UN KATRAI""",Irina Bagjana,Female,Rīga,31,1976,"SIA ""Glukva LTD""",Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Aija Balandiņa,Female,Zemgale,4,1971,"Biedrība ""ASNI 3139""",Valdes priekšsēdētāja
14,"Politiskā partija ""KATRAM UN KATRAI""",Dāvis Baltiņš,Male,Vidzeme,26,1986,SIA DP Serviss,Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Jānis Baroniņš,Male,Rīga,6,1987,Latvijas Jūras akadēmija,Vadošais pētnieks
14,"Politiskā partija ""KATRAM UN KATRAI""",Deniss Basta,Male,Rīga,27,1983,SIA HITECH SYSTEMS,Valdes priekšsēdētājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Roberts Belovs,Male,Rīga,32,1987,"SIA ""TC STEEL""",Ražošanas direktora vietnieks
14,"Politiskā partija ""KATRAM UN KATRAI""",Viktorija Blūma,Female,Rīga,10,1975,"Biedrība ""Centrs MARTA""",Sociālais rehabilitētājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Romunds Brālis,Male,Kurzeme,9,1968,Bezdarbnieks,
14,"Politiskā partija ""KATRAM UN KATRAI""",Rūdolfs Brēmanis,Male,Rīga,9,1983,"SIA ""Middle East Latvia Holding""",Valdes priekšsēdētājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Roberts Brīvlauks,Male,Kurzeme,11,1969,"SIA “RB-Studija""",Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Normunds Bukovskis,Male,Zemgale,7,1981,Valsts darba inspekcija,Vecākais inspektors
14,"Politiskā partija ""KATRAM UN KATRAI""",Raivo Čaps,Male,Zemgale,9,1973,"SIA "" Kalipso Apsardze """,Valdes priekšsēdētājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Jevgēnijs Čepurko,Male,Rīga,11,1963,"SIA""Hanzas Ceļinieks""",Valdes priekšsēdētājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Aiva Daukša,Female,Kurzeme,3,1971,"VSAC""Kurzeme""",Aprūpētājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Edgars Dārznieks,Male,Rīga,37,1980,"SIA ""Honest Enterprise""",Valdes priekšsēdētājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Mārtiņš Eikens,Male,Rīga,23,1992,Teleperformance S.E.,Tehniskā atbalsta speciālists
14,"Politiskā partija ""KATRAM UN KATRAI""",Māris Erdmanis-Hermanis,Male,Latgale,15,1972,Ecoratio A.B.,Tehniskais vadītājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Agris Freifalts,Male,Kurzeme,1,1967,SIA HEKTO development,Valdes priekšsēdētājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Raivis Fricsons,Male,Kurzeme,14,1976,"SIA ""RAILOF""",Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Romāns Galičs,Male,Latgale,11,1978,SIA Optima import,Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Aldis Gobzems,Male,Rīga,1,1978,Latvijas Republikas Saeima,Deputāts
14,"Politiskā partija ""KATRAM UN KATRAI""",Dainis Grabovskis,Male,Vidzeme,18,1970,"SIA ""DG projects""",Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Ivars Grauds,Male,Rīga,15,1967,Pašnodarbinātais,
14,"Politiskā partija ""KATRAM UN KATRAI""",Aivis Greblis,Male,Vidzeme,9,1986,SIA ALFARENT,Noliktavas pārzinis
14,"Politiskā partija ""KATRAM UN KATRAI""",Gatis Greblis,Male,Rīga,4,1985,SIA MT Primus,Pārdošanas nodaļas vadītājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Diāna Gribonika,Female,Latgale,2,1980,Rudzātu vidusskola,pulciņa vadītāja
14,"Politiskā partija ""KATRAM UN KATRAI""",Eleonora Grigāne,Female,Kurzeme,10,1995,SIA Wonderland media,Komercdarbības SPECIĀLISTS (informātikas jomā)
14,"Politiskā partija ""KATRAM UN KATRAI""",Raivo Grinbergs,Male,Vidzeme,27,1978,SIA RGAA,Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Laura Grubauma,Female,Vidzeme,10,1995,Mājsaimniece,
14,"Politiskā partija ""KATRAM UN KATRAI""",Igors Ignatjevs,Male,Latgale,4,1981,"Sia ""LokRem""",Izpilddirekrors
14,"Politiskā partija ""KATRAM UN KATRAI""",Pāvels Ignatjevs,Male,Rīga,19,1990,VAS Latvijas Dzelzsceļš,Sliežu ceļu brigadiera vietnieks
14,"Politiskā partija ""KATRAM UN KATRAI""",Zigfrīds Īrists,Male,Latgale,6,1968,SIA RAVEX LV,Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Vitālijs Jakovļevs,Male,Latgale,7,1986,"IK ""Drider veloserviss""",Vadītājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Ināra Janitena,Female,Zemgale,13,1969,Mājsaimniece,
14,"Politiskā partija ""KATRAM UN KATRAI""",Raits Jankovskis,Male,Zemgale,11,1966,SIA Indel,Projektu menedžeris
14,"Politiskā partija ""KATRAM UN KATRAI""",Glens Jātnieks-Labucks,Male,Rīga,18,1984,"SIA ""Modulex Invest būvniecība""",Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Alla Jefremova,Female,Rīga,28,1987,"SIA ""City Service Engineering""",Nekustamā īpašuma pārvadnieks
14,"Politiskā partija ""KATRAM UN KATRAI""",Zigmārs Kalniņš,Male,Vidzeme,19,1978,"SIA ""Fabrika Rauna""",Tehniskais direktors
14,"Politiskā partija ""KATRAM UN KATRAI""",Kalvis Kaugars,Male,Vidzeme,11,1989,SIA K2 WAY,Transporta/Loģistikas menedžeris
14,"Politiskā partija ""KATRAM UN KATRAI""",Evija Kārkliņa,Female,Kurzeme,5,1975,Mājsaimniece,
14,"Politiskā partija ""KATRAM UN KATRAI""",Adrija Keiša,Female,Vidzeme,6,1962,SIA PURNI,Valdes locekle
14,"Politiskā partija ""KATRAM UN KATRAI""",Ginta Keiša,Female,Rīga,17,1982,"Biedrība ""Čiekura nams""",Valdes locekle
14,"Politiskā partija ""KATRAM UN KATRAI""",Jānis Klaužs,Male,Latgale,5,1953,Pensionārs,
14,"Politiskā partija ""KATRAM UN KATRAI""",Artūrs Klēbahs,Male,Rīga,8,1979,Pro tehnika SIA,Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Dainis Pēteris Kļaviņš,Male,Vidzeme,12,1965,Pensionārs,
14,"Politiskā partija ""KATRAM UN KATRAI""",Laura Kontrauska,Female,Kurzeme,7,1987,Mājsaimniece,
14,"Politiskā partija ""KATRAM UN KATRAI""",Kristīne Koņina,Female,Rīga,20,1985,Biedrība „Radošās Idejas”,latviešu valodas pasniedzēja
14,"Politiskā partija ""KATRAM UN KATRAI""",Kristers Niklāvs Koškins,Male,Kurzeme,12,1998,Bezdarbnieks,
14,"Politiskā partija ""KATRAM UN KATRAI""",Jānis Krevics,Male,Vidzeme,21,1993,IK ‘’Krevicsgroup'',Īpašnieks
14,"Politiskā partija ""KATRAM UN KATRAI""",Artūrs Kristkalns,Male,Vidzeme,29,2001,Edgara Kauliņa Lielvārdes vidusskola,pamatizglītības skolotājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Ģirts Kuprijanovs,Male,Rīga,26,1973,Veselības ministrija,Resursu un īpašumu pārvaldības nodaļas vecākais eksperts
14,"Politiskā partija ""KATRAM UN KATRAI""",Daina Kuzmane,Female,Zemgale,10,1974,Pašnodarbinātais,
14,"Politiskā partija ""KATRAM UN KATRAI""",Ilmārs Kuzmans,Male,Vidzeme,15,1966,pašnodarbinātais,
14,"Politiskā partija ""KATRAM UN KATRAI""",Inga Lazarenoka,Female,Kurzeme,13,1965,"Liepājas pilsētas sociālais dienests ,,Birojs''Aprupe mājās",Aprūpētāja
14,"Politiskā partija ""KATRAM UN KATRAI""",Raimonds Lazdiņš,Male,Zemgale,1,1972,"A/S ""GASO""",Gāzapgādes drošības departamenta vadītājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Raimonds Lejnieks-Puķe,Male,Vidzeme,13,1986,"SIA ""RIMI LATVIA""",Pārdevējs-kasieris
14,"Politiskā partija ""KATRAM UN KATRAI""",Sanita Lemeševska,Female,Rīga,16,1983,Pašnodarbinātais,
14,"Politiskā partija ""KATRAM UN KATRAI""",Jūlija Ligalova,Female,Latgale,3,1988,sia Baltcom,pārdošanas speciālists
14,"Politiskā partija ""KATRAM UN KATRAI""",Zane Lunte,Female,Latgale,16,1992,SDI Media Latvia,Tulkotāja
14,"Politiskā partija ""KATRAM UN KATRAI""",Inga Lūce,Female,Zemgale,2,1974,"Skolotāju izglītības projekts ""Mācītspēks""",Skolotāja
14,"Politiskā partija ""KATRAM UN KATRAI""",Ieva Matisone,Female,Rīga,13,1966,SIA Korine,tirdzniecības speciālists
14,"Politiskā partija ""KATRAM UN KATRAI""",Normunds Matisons,Male,Rīga,39,1964,"SIA ""Talsu autotransports""",Automobiļa vadītājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Dāvids Meliņš,Male,Rīga,38,1995,Rīgas pilsētas tiesa,Tiesas sēžu sekretārs
14,"Politiskā partija ""KATRAM UN KATRAI""",Jānis Mileiko,Male,Latgale,12,1956,Balvu novada pašvaldības pansionāts Balvi,Saimniecības struktūrvienības vadītājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Juris Mincāns,Male,Vidzeme,14,1977,Raitis Zalitis,atslēdznieks
14,"Politiskā partija ""KATRAM UN KATRAI""",Kamilla Nagle,Female,Rīga,33,1978,"SIA ""HWS MANAGEMENT""",galvenā grāmatvede
14,"Politiskā partija ""KATRAM UN KATRAI""",Ieva Novicka,Female,Rīga,14,1979,"SIA ""Stocmann universālveikals""",Pārdošanas speciālists
14,"Politiskā partija ""KATRAM UN KATRAI""",Andris Nuķis,Male,Vidzeme,8,1988,"Sporta Klubs NUKI, Biedrība",Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Olga Paņina,Female,Rīga,30,1985,"SIA ""Tapan""",Viesmīlis
14,"Politiskā partija ""KATRAM UN KATRAI""",Sergejs Pirogovs,Male,Latgale,13,1974,SIA OPTIMA IMPORT,Būvdarbu vadītājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Gita Plaude,Female,Vidzeme,7,1968,"SIA ""AM studio glass""",Galvenā grāmatvede
14,"Politiskā partija ""KATRAM UN KATRAI""",Igors Prelatovs,Male,Latgale,1,1986,Daugavpils pilsētas pašvaldība,Deputāts
14,"Politiskā partija ""KATRAM UN KATRAI""",Vitālijs Pupiņš,Male,Rīga,35,1977,LR TM IeVP Jēkabpils cietums,Apsargs
14,"Politiskā partija ""KATRAM UN KATRAI""",Ivars Purens,Male,Vidzeme,22,1980,SIA Namdaris Pro,Sagādnieks
14,"Politiskā partija ""KATRAM UN KATRAI""",Aigars Puriņš,Male,Rīga,24,1966,Pensionārs,
14,"Politiskā partija ""KATRAM UN KATRAI""",Vitālijs Reinbahs,Male,Rīga,22,1972,Rīgas domes Satiksmes departaments,Direktors
14,"Politiskā partija ""KATRAM UN KATRAI""",Inese Rjazanceva,Female,Rīga,7,1985,"Biedrība ""Radošās idejas""",Latviešu valodas pasniedzēja
14,"Politiskā partija ""KATRAM UN KATRAI""",Gints Robalts,Male,Zemgale,12,1980,SIA I.A.R.,Ģeotehniķis
14,"Politiskā partija ""KATRAM UN KATRAI""",Ieva Rone,Female,Vidzeme,5,1983,Mājsaimniece,
14,"Politiskā partija ""KATRAM UN KATRAI""",Jānis Ronis,Male,Rīga,2,1980,FF SIA,Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Irēna Rusiņa,Female,Vidzeme,17,1975,"Dzīks ""Čakstes 1""",Valdes priekšsēdētāja
14,"Politiskā partija ""KATRAM UN KATRAI""",Pāvels Seļezņovs,Male,Vidzeme,24,1986,Rīgas Tehniskā universitāte,nekostamo īpašumu speciālists
14,"Politiskā partija ""KATRAM UN KATRAI""",Natālija Sidorova,Female,Zemgale,14,1976,"SIA ""SEAR""",Grāmatvede
14,"Politiskā partija ""KATRAM UN KATRAI""",Jana Sietiņa,Female,Kurzeme,6,1966,SIA LNB RC Liepājas Filiāle,"Sociālais darbinieks, rehabilitētāja"
14,"Politiskā partija ""KATRAM UN KATRAI""",Gunta Sirjeva,Female,Latgale,9,1966,"Krāslava, frizētava",Sieviešu friziere
14,"Politiskā partija ""KATRAM UN KATRAI""",Lāsma Skrābe,Female,Kurzeme,2,1983,Pašnodarbinātā,
14,"Politiskā partija ""KATRAM UN KATRAI""",Normunds Skrābe,Male,Kurzeme,4,1978,""" BM FISHING LLP""",Zvejnieks
14,"Politiskā partija ""KATRAM UN KATRAI""",Mārcis Slavinskis,Male,Zemgale,5,1977,"SIA ""Power Building""",Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Karina Sprūde,Female,Vidzeme,1,1988,Latvijas Republikas Saeima,Deputāte
14,"Politiskā partija ""KATRAM UN KATRAI""",Andris Spūlis,Male,Latgale,8,1969,SIA Business support services,Valdes priekšsēdētājs
14,"Politiskā partija ""KATRAM UN KATRAI""",Georgijs Stoļerovs,Male,Latgale,14,1970,"SIA""STIG""",Direktors
14,"Politiskā partija ""KATRAM UN KATRAI""",Aivars Strakšas,Male,Rīga,3,1966,"SIA "" J.A. Lejas""",Valdes loceklis
14,"Politiskā partija ""KATRAM UN KATRAI""",Indra Streka,Female,Zemgale,15,1972,Pašnodarbinātā,
14,"Politiskā partija ""KATRAM UN KATRAI""",Aija Strunga-Raude,Female,Zemgale,3,1974,"Circle K Business Centre, SIA",Kredīta speciālists
14,"Politiskā partija ""KATRAM UN KATRAI""",Vjačeslavs Surins,Male,Rīga,25,1988,"RP SIA ""Rīgas satiksme""",Elektronikas mehāniķis
14,"Politiskā partija ""KATRAM UN KATRAI""",Aivis Šibajevs,Male,Vidzeme,28,1987,Stopiņu pamatskola,Direktores vietnieks izglītības jautājumos
14,"Politiskā partija ""KATRAM UN KATRAI""",Jūlija Traholisova,Female,Rīga,34,1970,Pašnodarbinātais,
14,"Politiskā partija ""KATRAM UN KATRAI""",Ģirts Trekters,Male,Rīga,5,1986,GT renoverings tjänst,Pašnodarbinātais namdaris Zviedrijā
14,"Politiskā partija ""KATRAM UN KATRAI""",Inga Tuhbatova,Female,Latgale,10,1974,Bezdarbniece,
14,"Politiskā partija ""KATRAM UN KATRAI""",Jans Vanagels,Male,Rīga,36,1997,Students,
14,"Politiskā partija ""KATRAM UN KATRAI""",Vjačeslavs Vasiļjevs,Male,Vidzeme,25,1974,Valsts ieņēmumu dienests,Inspektors
14,"Politiskā partija ""KATRAM UN KATRAI""",Ņina Vasjurina,Female,Rīga,21,1991,Bezdarbnieks,
14,"Politiskā partija ""KATRAM UN KATRAI""",Lāsma Vilkāja,Female,Zemgale,8,1982,VPII “ Ābelīte”,Pirmskolas pedagogs
14,"Politiskā partija ""KATRAM UN KATRAI""",Ivars Vinters,Male,Kurzeme,15,1983,"SIA ""DR Rutas Vinteres prakse""",Menedžeris
14,"Politiskā partija ""KATRAM UN KATRAI""",Roberts Volkovičs,Male,Vidzeme,23,1980,"Vidzemes augstskola, Doktorantūras students",
14,"Politiskā partija ""KATRAM UN KATRAI""",Juna Volotovska,Female,Rīga,12,1987,VCA AURA,Ārsts
14,"Politiskā partija ""KATRAM UN KATRAI""",Jānis Zalte,Male,Vidzeme,4,1968,Pašnodarbinātais,Autoatslēdznieks
14,"Politiskā partija ""KATRAM UN KATRAI""",Aiva Zīle,Female,Zemgale,16,1988,SIA Rimi Latvija,Maiņu vadītāja
14,"Politiskā partija ""KATRAM UN KATRAI""",Solvita Zvidriņa,Female,Vidzeme,3,1970,"Politiskā partija ""KATRAM UN KATRAI""",Valdes locekle
14,"Politiskā partija ""KATRAM UN KATRAI""",Atis Ždanoks,Male,Zemgale,6,1974,"SIA ""Vivika 6""",Valdes loceklis
15,"""PROGRESĪVIE""",Laura Ansone,Female,Vidzeme,12,1991,APP “Latvijas Biomedicīnas pētījumu un studiju centrs”,Zinātniskā asistente
15,"""PROGRESĪVIE""",Varis Antonovs,Male,Vidzeme,19,1986,"SIA ""Ultramarin Services""",Vecākais kapteiņa palīgs
15,"""PROGRESĪVIE""",Toms Aploks,Male,Vidzeme,25,1991,SIA “PARTEA”,Valdes priekšsēdētājs
15,"""PROGRESĪVIE""",Laura Auliciema,Female,Vidzeme,20,1995,Pašnodarbinātā,
15,"""PROGRESĪVIE""",Aldis Austers,Male,Zemgale,5,1973,"SIA ""Lonnija""",Valdes priekšsēdētājs
15,"""PROGRESĪVIE""",Niks Avišāns,Male,Zemgale,11,1997,Jēkabpils Reģionālā slimnīca,Ergoterapeits
15,"""PROGRESĪVIE""",Skaidrīte Ābrama,Female,Rīga,4,1956,Neatkarīga konkurences tiesību eksperte,
15,"""PROGRESĪVIE""",Āris Ādlers,Male,Rīga,21,1980,Biedrība “Eiropas Inovāciju asociācija vietējai attīstībai” (Beļģija),Valdes loceklis
15,"""PROGRESĪVIE""",Alla Beļinska,Female,Zemgale,4,1972,Latvijas Cistiskās fibrozes biedrība,Valdes priekšsēdētāja
15,"""PROGRESĪVIE""",Samanta Berga,Female,Vidzeme,18,1999,Studente,
15,"""PROGRESĪVIE""",Anete Biteniece,Female,Rīga,34,1992,"SIA ""Starptautiskā vidusskola ""Ekziperī""""",Skolotāja
15,"""PROGRESĪVIE""",Kaspars Briškens,Male,Vidzeme,1,1982,Akciju sabiedrība “Pasažieru vilciens”,Neatkarīgais padomes loceklis
15,"""PROGRESĪVIE""",Kristīne Buldure,Female,Latgale,10,1992,"Pašnodarbināta skaistumkopšanas speciāliste kosmetoloģijā, vizāžiste, fotogrāfe",
15,"""PROGRESĪVIE""",Armands Būmanis,Male,Vidzeme,11,1982,SIA “ACCENTURE LATVIA”,Vecākais programmētājs
15,"""PROGRESĪVIE""",Deniss Celuiko,Male,Rīga,37,1995,"AS ""SMW Group""",Programmētājs
15,"""PROGRESĪVIE""",Edmunds Cepurītis,Male,Rīga,6,1991,Rīgas valstspilsētas pašvaldība,Mājokļu un vides komitejas priekšsēdētājs
15,"""PROGRESĪVIE""",Elīna Cīrule,Female,Zemgale,12,1996,"SIA ""Lidl Latvija""",Personāla vadības procesu organizēšanas un transformācijas nodaļas speciāliste
15,"""PROGRESĪVIE""",Māris Čapkēvičs,Male,Vidzeme,23,1991,Pašnodarbināts jurists-juridisko tekstu tulks,
15,"""PROGRESĪVIE""",Jeļena Danilova,Female,Latgale,3,1984,"SIA ""Rēzeknes slimnīca""",Ārsts pediatrs
15,"""PROGRESĪVIE""",Staņislavs Davidovičs,Male,Vidzeme,15,1988,"Pašnodarbinātais, datu zinātnieks",
15,"""PROGRESĪVIE""",Niks Derums,Male,Kurzeme,11,2000,SIA “Jāņa sēta”,Programmētājs
15,"""PROGRESĪVIE""",Andris Diržininks,Male,Kurzeme,15,1988,SIA “Smart build”,Būvdarbu vadītājs
15,"""PROGRESĪVIE""",Kristīne Doroško,Female,Latgale,12,1986,"SIA ""Vīlands Associates"" (VA Purpose)",Ilgtspējas vadītāja
15,"""PROGRESĪVIE""",Juris Dubrovskis,Male,Zemgale,13,1980,"VAS ""Latvijas Pasts""",Pastnieks
15,"""PROGRESĪVIE""",Kristīne Dzērve,Female,Vidzeme,16,1992,"Biedrība ""Latvijas SOS - bērnu ciematu asociācija""",Sociālā darbiniece
15,"""PROGRESĪVIE""",Ginta Ernštreite,Female,Kurzeme,7,1964,Pašnodarbinātā,
15,"""PROGRESĪVIE""",Elgars Felcis,Male,Vidzeme,7,1986,"Latvijas Universitāte, Sociālo un politisko pētījumu institūts","Zinātniskais asistents, pasniedzējs"
15,"""PROGRESĪVIE""",Anna Ilze Gailīte,Female,Rīga,16,1995,"Francijas Ekoloģiskās pārejas ministrija, Risku prevencijas ģenerāldirektorāts (atkritumu un ķīmisko vielu pārvaldīšana)",Francijas Eiropas padomes prezidentūras projekta vadītāja
15,"""PROGRESĪVIE""",Liene Gātere,Female,Kurzeme,1,1984,"Pašnodarbinātā (pētniece, politikas un juridiskā analītiķe, lektore)",
15,"""PROGRESĪVIE""",Rasmuss Filips Geks,Male,Rīga,13,1994,Rīgas valstspilsētas pašvaldība,Rīgas domes priekšsēdētāja Mārtiņa Staķa padomnieks
15,"""PROGRESĪVIE""",Māris Indulis Graudiņš,Male,Latgale,2,1953,Stokholmas Ekonomikas augstskola Rīgā,Vieslektors
15,"""PROGRESĪVIE""",Māris Grāvis,Male,Rīga,9,1983,Biedrība “Rīgas pilsētas “Rūpju bērns””,Valdes priekšsēdētājs
15,"""PROGRESĪVIE""",Maija Hartmane,Female,Latgale,13,1996,A/S Swedbank,Klientu konsultante
15,"""PROGRESĪVIE""",Reinis Ivanovs,Male,Rīga,38,1986,SIA “nelabs”,Valdes priekšsēdētājs
15,"""PROGRESĪVIE""",Elīna Jansone,Female,Vidzeme,10,1980,"SIA ""DIE CATING""",Valdes locekle
15,"""PROGRESĪVIE""",Jana Jarinovska,Female,Vidzeme,6,1986,"AS ""A-Birojs",Klientu servisa vadītāja
15,"""PROGRESĪVIE""",Vita Jaunbērziņa-Stīvensa,Female,Rīga,26,1990,SIA “Printify Development”,Reklāmas tekstu autore
15,"""PROGRESĪVIE""",Jānis Jenerts,Male,Vidzeme,13,1981,SIA „Ekopilsēta”,Valdes priekšsēdētājs
15,"""PROGRESĪVIE""",Artūrs Joffe,Male,Vidzeme,27,1992,SEB AB Rīgas filiāle,Jaunākais darījumu uzraudzības speciālists
15,"""PROGRESĪVIE""",Dita Jonīte,Female,Rīga,12,1973,"Latvijas Universitātes Literatūras, folkloras un mākslas institūts","Mākslas zinātņu nodaļa, zinātniskā asistente"
15,"""PROGRESĪVIE""",Marika Kacare,Female,Latgale,5,1994,SIA “Jāņa sēta”,Projektu vadītāja
15,"""PROGRESĪVIE""",Aleksandrs Kalējs,Male,Rīga,17,1996,Rīgas valstspilsētas pašvaldība,Galvenais referents
15,"""PROGRESĪVIE""",Jurģis Kalniņš,Male,Vidzeme,9,1996,EDURIO LTD filiāle Latvijā,Digitālā mārketinga speciālists
15,"""PROGRESĪVIE""",Kalvis Kalniņš,Male,Kurzeme,8,1984,Talsu novada pašvaldība,Talsu tūrisma informācijas daļas vadītājs
15,"""PROGRESĪVIE""",Edgars Klētnieks,Male,Vidzeme,5,1996,Rīgas valstpilsētas pašvaldības Rīgas digitālā aģentūra,IKT produktu attīstības nodaļas vadītājs
15,"""PROGRESĪVIE""",Igors Kļaviņš,Male,Rīga,23,1993,Pašnodarbinātais,
15,"""PROGRESĪVIE""",Miroslavs Kodis,Male,Kurzeme,3,1981,Rīgas valstspilsētas pašvaldība,Pašvaldības domes deputāts
15,"""PROGRESĪVIE""",Vlads Dāvis Komarockis,Male,Rīga,36,1998,VAS “Starptautiskā lidosta Rīga”,Vecākais IT atbalsta speciālists
15,"""PROGRESĪVIE""",Marta Kraujiņa,Female,Kurzeme,4,1994,Rīgas dome,"Frakcijas ""Par!/PROGRESĪVIE"" galvenā referente"
15,"""PROGRESĪVIE""",Inga Krauze,Female,Zemgale,8,1962,Jaunjelgavas vidusskola,Apkopēja
15,"""PROGRESĪVIE""",Rita Kubuliņa,Female,Rīga,24,1989,Veselības izglītības eksperte,
15,"""PROGRESĪVIE""",Jurģis Kūliņš,Male,Kurzeme,14,1989,"SIA ""Monetic""",Pārdošanas speciālists
15,"""PROGRESĪVIE""",Brunis Mārtiņš Ķibilds,Male,Rīga,35,2000,Students,
15,"""PROGRESĪVIE""",Ervins Labanovskis,Male,Vidzeme,3,1980,"SIA ""Kainaiži""",Valdes loceklis
15,"""PROGRESĪVIE""",Edgars Labsvīrs,Male,Rīga,7,1985,"Ārvalsts komersanta pārstāvniecība ""MEDTRONIC BV""",Veselības politikas un tirgus piekļuves vadītājs Baltijā
15,"""PROGRESĪVIE""",Elīza Lasmane,Female,Vidzeme,8,1994,SIA “Printify”,Pētniece
15,"""PROGRESĪVIE""",Guntis Laurins,Male,Zemgale,16,1983,"SIA ""Mikrotīkls""",Elektronikas inženieris
15,"""PROGRESĪVIE""",Ina Lenca,Female,Rīga,14,1992,Biedrība “Centrs MARTA”,Politikas koordinatore
15,"""PROGRESĪVIE""",Selma Teodora Levrence,Female,Rīga,20,2000,Sadarbības un attīstības tīkls Austrumeiropā,Valdes locekle
15,"""PROGRESĪVIE""",Liene Linde,Female,Rīga,22,1986,Latvijas Kultūras akadēmija,"Sinematēkas vadītāja, viespasniedzēja"
15,"""PROGRESĪVIE""",Kaspars Ločmelis,Male,Latgale,9,1996,SIA “Rēzeknes slimnīca”,Juriskonsults
15,"""PROGRESĪVIE""",Dāvis Lodziņš,Male,Kurzeme,9,1989,Rīgas valstspilsētas pašvaldība,Deputātu frakcijas “Par!/PROGRESĪVIE” galvenais referents
15,"""PROGRESĪVIE""",Agnese Logina,Female,Rīga,8,1990,Rīgas valstspilsētas pašvaldība,Pašvaldības domes deputāte
15,"""PROGRESĪVIE""",Mairita Lūse,Female,Rīga,5,1986,Rīgas valstspilsētas pašvaldība,Pašvaldības domes deputāte
15,"""PROGRESĪVIE""",Viesturs Lūsis,Male,Zemgale,3,1990,"Biedrība ""Piedzīvojuma Gars""",Valdes priekšsēdētājs
